"rbar","patch","treefrac"
409,4,0.0862224619577561
409,4,0.0643890529184646
409,4,0.0840010598834129
409,4,0.096167512049865
409,4,0.0678714008125773
409,4,0.111387374769728
409,4,0.0708381280440105
409,4,0.0509530807403148
409,4,0.245498314334359
409,4,0.28295593913241
409,4,0.149873381785147
409,4,0.113405317081788
409,4,0.0969308173719938
409,4,0.0725398718045777
409,4,0.130551517904459
409,4,0.0959184394478513
409,4,0.0917765033941504
409,4,0.0989019056603537
409,4,0.226297581572926
409,4,0.298447988286224
409,4,0.123026865291571
409,4,0.195452126305067
409,4,0.169483447924624
409,4,0.14337751464222
409,4,0.119701553348612
409,4,0.0825234912146677
409,4,0.154129806468042
409,4,0.148572141945108
409,4,0.197744991549747
409,4,0.141765778383425
409,4,0.057289663613193
409,4,0.140229452141217
409,4,0.168842582077876
409,4,0.161197100461806
409,4,0.100886958386958
409,4,0.114033739621975
409,4,0.166896497337674
409,4,0.128811790513918
409,4,0.0981850436168333
409,4,0.121286496580614
409,4,0.0545067756832462
409,4,0.102348335730689
409,4,0.119365899512958
409,4,0.0823094733388852
409,4,0.0907886668180786
409,4,0.0864448482095541
409,4,0.151141141141141
409,4,0.107204764213525
409,4,0.0774291096193475
409,4,0.135745670995671
409,4,0.066818372803667
409,4,0.094004329004329
409,4,0.0950954290807232
409,4,0.101705882352941
409,4,0.0800450725744843
409,4,0.0882415329768271
409,4,0.136969060351413
409,4,0.125037230882037
409,4,0.0806383354568586
409,4,0.0697911777323542
409,4,0.088074608221667
409,4,0.147214336184924
409,4,0.140297461326873
409,4,0.122715131097484
409,4,0.126923751482575
409,4,0.0948352133646252
409,4,0.0860314305902541
409,4,0.0658938663319139
409,4,0.08603772392258
409,4,0.139986376368729
409,4,0.138698433919022
409,4,0.189183346065699
409,4,0.235727845683728
409,4,0.194210084033613
409,4,0.19104252610135
409,4,0.172121657754011
409,4,0.162298128342246
409,4,0.14414786159467
409,4,0.136140145151409
409,4,0.158276490776491
409,4,0.146268200974083
409,4,0.182261967850203
409,4,0.219096007772478
409,4,0.224350379791556
409,4,0.212069359275242
409,4,0.17248012718601
409,4,0.204590683120095
409,4,0.156858297596721
409,4,0.152179338286973
409,4,0.175435372347137
409,4,0.179183132712544
409,4,0.1856903121609
409,4,0.192568766245237
409,4,0.207072829131653
409,4,0.205598834128246
409,4,0.18563258636788
409,4,0.17300508491685
409,4,0.127001908040707
365,5,0.0578309222864918
365,5,0.043742902566432
365,5,0.0591782749135691
365,5,0.0541811138869962
365,5,0.0692860928155046
365,5,0.064362871274636
365,5,0.0662334393216746
365,5,0.0700984177454765
365,5,0.08521412168471
365,5,0.0816969660524104
365,5,0.0787672528598686
365,5,0.0708600827718475
365,5,0.0481622378681202
365,5,0.0820080374492139
365,5,0.0639478764478765
365,5,0.0568202235849294
365,5,0.0681857067151185
365,5,0.0771183788830848
365,5,0.0850023342670402
365,5,0.087600992732407
365,5,0.074129720231097
365,5,0.0572780112044818
365,5,0.0447736822001528
365,5,0.0775784313725491
365,5,0.0550036923860453
365,5,0.0783215558950853
365,5,0.0639135472370767
365,5,0.0972645785586962
365,5,0.101791380188439
365,5,0.102939280160807
365,5,0.0780957428016251
365,5,0.0896308072778661
365,5,0.075179990915285
365,5,0.0821262018320842
365,5,0.0800613849143261
365,5,0.0865833901128019
365,5,0.0485399475105358
365,5,0.110039556363086
365,5,0.117021916874858
365,5,0.105474498278003
365,5,0.0781763615931326
365,5,0.0927958841194135
365,5,0.108359451888864
365,5,0.102475080122139
365,5,0.0754364448482095
365,5,0.0938254851490146
365,5,0.0569446337093396
365,5,0.108312640371464
365,5,0.117520629873571
365,5,0.10711111612238
365,5,0.0657632646869193
365,5,0.0805553221288515
365,5,0.0983065317035905
365,5,0.089880188439012
365,5,0.0900520753756048
365,5,0.0916900305576777
365,5,0.104079258976318
365,5,0.128583715304304
365,5,0.143635026737968
365,5,0.143534089328833
365,5,0.0932570868741082
365,5,0.0918647008352891
365,5,0.0882202160143337
365,5,0.0929674842910138
365,5,0.0879122189416307
365,5,0.0961996870820401
365,5,0.111798268857092
365,5,0.132978272390037
365,5,0.195621861357155
365,5,0.156842700021674
365,5,0.10707848194081
365,5,0.0982848230201171
365,5,0.103987713267125
365,5,0.118341036414566
365,5,0.120025719378661
365,5,0.107837789661319
365,5,0.13498714031067
365,5,0.119428062133945
365,5,0.160365227909346
365,5,0.16839641723872
365,5,0.089876735308525
365,5,0.101067958715018
365,5,0.100808665808666
365,5,0.125257968052086
365,5,0.124036830948596
365,5,0.110251469957352
365,5,0.1345241880536
365,5,0.130933769904358
365,5,0.175031354884296
365,5,0.177679055776678
365,5,0.0955001935602686
365,5,0.109516428192899
365,5,0.113813309107427
365,5,0.108589661089661
365,5,0.114917165064224
365,5,0.135417202917203
365,5,0.155421240568299
365,5,0.171842619930855
365,5,0.169287670022964
365,5,0.161613866682703
216,6,0.0169510561876018
216,6,0.0050759583112524
216,6,0.0331949806949807
216,6,0.0188878163878163
216,6,0.0223350871880283
216,6,0.0471481565599213
216,6,0.0436850505968153
216,6,0.0463252958841194
216,6,0.0303980240744947
216,6,0.0313643430664707
216,6,0.0215562245599793
216,6,0.0143584550937492
216,6,0.00692671663259903
216,6,0.00556337850455502
216,6,0.0136391223155929
216,6,0.0135326292679234
216,6,0.0160335755923992
216,6,0.0153917783329548
216,6,0.0228224442930325
216,6,0.0621792004770728
216,6,0.0227266406240123
216,6,0.0113515406162465
216,6,0.0038328877005348
216,6,0.00238770053475934
216,6,0.00761669213139804
216,6,0.00527285459638405
216,6,0.0122217978100331
216,6,0.01642277820219
216,6,0.022363572701808
216,6,0.0453565062388592
216,6,0.0323136027141033
216,6,0.00556186438539374
216,6,0.00230247053776467
216,6,0.00220973073914255
216,6,0.00232366820602115
216,6,0.00950683877154468
216,6,0.0091864763923587
216,6,0.0310799454917102
216,6,0.0295724506018624
216,6,0.067091747567342
216,6,0.0371391416447737
216,6,0.0199062507886038
216,6,0.0172964771494183
216,6,0.00786414565826332
216,6,0.00806016100133744
216,6,0.0118530925883867
216,6,0.0130213616978323
216,6,0.0142684911802559
216,6,0.00792401645342822
216,6,0.0272418225484559
216,6,0.053451536643026
216,6,0.0726836643748409
216,6,0.0238810797046092
216,6,0.00713305322128854
216,6,0.00731754519989813
216,6,0.0164485612426789
216,6,0.0128393175452
216,6,0.0202266997708174
216,6,0.0513897377132672
216,6,0.155623000973439
216,6,0.0915870188085457
216,6,0.060776364599894
216,6,0.0366006132182602
216,6,0.0281983874630933
216,6,0.00696936432230555
216,6,0.00933599565952503
216,6,0.0126027077497666
216,6,0.0252601130542307
216,6,0.0915688167158756
216,6,0.0856735333581391
216,6,0.0552916524443433
216,6,0.0627960275019098
216,6,0.0686765979118921
216,6,0.0332663610898906
216,6,0.0277300101858925
216,6,0.0256932773109244
216,6,0.00197084288260763
216,6,0.0497821492233257
216,6,0.0498415457091927
216,6,0.0393199201021479
216,6,0.0358241219943347
216,6,0.0217799732505615
216,6,0.0273608903020668
216,6,0.0299801271860095
216,6,0.0333756024932496
216,6,0.0531656446362329
216,6,0.0124975395563631
216,6,0.012332879097585
216,6,0.0403048426577839
216,6,0.0664910216850142
216,6,0.0633560970231809
216,6,0.0333222928811164
216,6,0.0394831806596513
216,6,0.0707294269058975
216,6,0.0477208090443385
216,6,0.038818797789386
216,6,0.0165552527317233
216,6,0.0198684608978726
216,6,0.0495165543694955
216,6,0.0871206625899993
